max_d,max_p,months_since,sizerank,state,city,growth_rate,pop2010,pop2014
"20070501T000000",243800,51,3253,IL,South Elgin,0.976784,22011,22226
"20070601T000000",291000,52,3691,NJ,Hopatcong,-2.98626,15136,14684
"20061101T000000",291100,45,3708,IL,Schiller Park,0.483051,11800,11857
"20070101T000000",239200,48,1599,NJ,Atlantic City,-0.431971,39586,39415
"20051201T000000",572600,34,2900,CA,Pinole,3.90034,18383,19100
"20070701T000000",499000,53,4092,WA,Lake Forest Park,4.39465,12629,13184
"20060401T000000",673200,38,1023,CA,Rancho Santa Margarita,2.94921,47945,49359
"20060701T000000",338000,41,293,CA,Hesperia,2.60867,90391,92749
"20070201T000000",382200,49,229,NJ,Elizabeth,2.7388,125274,128705
"20061001T000000",508500,44,4705,NJ,North Haledon,1.06863,8422,8512
"20071001T000000",588400,56,214,WA,Bellevue,6.31785,128319,136426
"20070501T000000",369500,51,72,NJ,Jersey City,5.40058,248714,262146
"20060601T000000",306100,40,2008,NJ,Neptune,-0.897326,27972,27721
"20060501T000000",514500,39,4295,FL,Fort Myers Beach,8.23137,6293,6811
"20060901T000000",971300,43,2365,CA,Westlake Village,2.35564,8278,8473
"20070201T000000",412100,49,3244,NJ,Ringwood,1.15234,12236,12377
"20060401T000000",257300,38,1360,CA,Reedley,4.552,24319,25426
"20060101T000000",196800,36,3276,FL,Fort Walton Beach,10.5368,19503,21558
"20070301T000000",587400,49,4608,NJ,Fairfield,1.87048,6362,6481
"20070901T000000",324100,55,3394,CA,Fortuna,-0.3938,11935,11888
"20070601T000000",148600,52,426,SC,Lexington,10.5658,17992,19893
"20060601T000000",531200,40,1346,CA,Santa Paula,3.5831,29388,30441
"20061101T000000",169800,45,1086,IA,Ankeny,17.2339,45892,53801
"20060901T000000",253200,43,382,FL,Sunrise,7.77971,84669,91256
"20051201T000000",231900,34,635,FL,North Port,5.18064,57406,60380
"20061001T000000",255300,44,1064,MD,Elkton,2.23139,15506,15852
"20080601T000000",79200,64,1156,SC,Gaffney,0.358509,12552,12597
"20060301T000000",586400,37,3684,NJ,Hillsdale,2.38328,10238,10482
"20070401T000000",216700,50,2895,WA,Chehalis,0.0137741,7260,7261
"20070701T000000",217800,53,3638,WA,Deer Park,5.57377,3660,3864
"20060801T000000",216300,42,2855,CA,Parlier,3.12328,14536,14990
"20090701T000000",137700,77,2338,LA,Ruston,1.52971,21965,22301
"20070501T000000",234600,51,3707,NJ,Keansburg,-2.28645,10103,9872
"20090501T000000",83000,75,4247,SC,Belton,3.27474,4153,4289
"20060701T000000",255100,41,415,FL,Apopka,12.3777,41898,47084
"20060901T000000",388800,43,966,NJ,Bloomfield,1.17794,47371,47929
"20070301T000000",231700,49,688,IL,Oak Lawn,0.548278,56723,57034
"20060701T000000",489200,41,265,CA,Murrieta,4.22405,103976,108368
"20051201T000000",219600,34,4933,FL,Mary Esther,8.57143,3850,4180
"20061101T000000",151400,45,985,AR,Rogers,9.11221,56331,61464
"20060701T000000",422500,41,3922,NJ,Totowa,1.14677,10813,10937
"20070801T000000",279100,54,4260,WA,Blaine,5.87234,4700,4976
"20070701T000000",253800,53,936,WA,Mount Vernon,4.19196,31799,33132
"20060201T000000",1.4767e+06,37,689,CA,Newport Beach,2.22811,85364,87266
"20060201T000000",505800,37,158,CA,El Cajon,3.34316,99756,103091
"20061201T000000",114600,46,3513,FL,Frostproof,2.97261,2994,3083
"20060901T000000",328300,43,3159,NJ,Lumberton,-0.83652,12552,12447
"20060801T000000",298300,42,538,NJ,Cherry Hill,0.824474,70833,71417
"20060301T000000",672200,37,984,CA,Cerritos,1.88472,49079,50004
"20061001T000000",728200,44,3979,IL,Inverness,2.49764,7407,7592
"20071001T000000",223300,56,1368,WA,Shelton,-0.781409,9854,9777
"20060401T000000",356300,38,69,NV,Henderson,7.57074,257914,277440
"20070601T000000",605400,52,1611,NJ,Paramus,1.74042,26373,26832
"20060701T000000",368000,41,895,CA,Highland,2.6599,53235,54651
"20070601T000000",105200,52,1687,NJ,Bridgeton,0.245205,25285,25347
"20070401T000000",668600,50,586,CA,Milpitas,10.3601,66756,73672
"20060401T000000",719800,38,472,CA,Thousand Oaks,1.97578,126836,129342
"20060701T000000",193200,41,256,FL,New Port Richey,4.1731,14905,15527
"20070801T000000",222200,54,2835,IA,Johnston,16.7307,17441,20359
"20061101T000000",219200,45,691,FL,Kissimmee,11.6238,59774,66722
"20070801T000000",237000,54,920,NC,Huntersville,9.79177,46968,51567
"20060601T000000",530800,40,3518,NJ,Ridgefield,2.12593,11054,11289
"20070201T000000",365000,49,485,IL,Evanston,1.44271,74582,75658
"20060601T000000",458600,40,1648,NJ,South Brunswick,3.78958,43514,45163
"20061001T000000",586300,44,2113,NJ,Palisades Park,4.15691,19654,20471
"20060601T000000",415800,40,4858,NJ,Kenilworth,2.76027,7934,8153
"20060501T000000",277100,39,4422,MD,Smithsburg,0.36777,2991,3002
"20081001T000000",132600,68,2967,OK,Choctaw,6.96637,11211,11992
"20061101T000000",154300,45,231,IL,Joliet,0.169966,147677,147928
"20060501T000000",879000,39,4711,CA,Indian Wells,4.71509,4984,5219
"20051101T000000",691700,34,602,CA,Alameda,6.42801,1513625,1610921
"20060701T000000",468300,41,501,CA,Pittsburg,7.2311,63545,68140
"20070201T000000",192800,49,2299,IL,Homewood,0.651567,19338,19464
"20061101T000000",149600,45,987,FL,Lake City,0.456621,12045,12100
"20080601T000000",66700,64,4364,OK,Poteau,1.42807,8543,8665
"20060901T000000",213900,43,1570,FL,Eustis,4.95792,18536,19455
"20061001T000000",171600,44,338,FL,Lakeland,4.57662,97867,102346
"20060501T000000",992100,39,4220,NJ,Upper Saddle River,1.6545,8220,8356
"20061001T000000",202100,44,2697,FL,Tavares,6.66571,13997,14930
"20070101T000000",221700,48,4027,NJ,Audubon,-1.17994,8814,8710
"20060601T000000",193200,40,2905,FL,Palm Springs,4.13611,20865,21728
"20071101T000000",146600,57,2077,NC,Knightdale,20.3349,11527,13871
"20060301T000000",469700,37,4408,NH,Hollis,1.05345,7689,7770
"20060401T000000",411400,38,692,MD,Gaithersburg,11.0491,60168,66816
"20061001T000000",347400,44,4153,NJ,Mansfield,0.17548,8548,8563
"20060901T000000",345400,43,1040,NJ,Linden,2.62911,40584,41651
"20070301T000000",251900,49,1564,IL,Burbank,0.953631,28942,29218
"20060701T000000",302700,41,2090,NJ,Lacey,1.83741,27702,28211
"20060901T000000",337200,43,3188,IL,Palos Heights,0.598946,12522,12597
"20070801T000000",188300,54,4323,NJ,Runnemede,-1.05139,8465,8376
"20060101T000000",276400,36,108,FL,Bradenton,6.90207,49362,52769
"20070601T000000",127500,52,4840,NC,Princeton,4.91667,1200,1259
"20060801T000000",427300,42,1135,FL,Naples,6.99051,19598,20968
"20061201T000000",324400,46,2727,NJ,South River,1.88373,16032,16334
"20060501T000000",244500,39,771,FL,Coconut Creek,10.2539,53092,58536
"20070301T000000",818900,49,3683,NJ,Colts Neck,-0.788566,10145,10065
"20070201T000000",881700,49,1913,NJ,Summit,2.65104,21501,22071
"20070501T000000",308400,51,4096,IL,Willowbrook,0.947368,8550,8631
"20060601T000000",771900,40,3153,FL,Southwest Ranches,5.34817,7367,7761
"20070101T000000",192000,48,4255,FL,High Springs,5.97907,5352,5672
"20060301T000000",257400,37,4171,FL,Lake Park,3.37739,8172,8448
"20060201T000000",414600,37,893,FL,Wellington,8.1093,56873,61485
"20060501T000000",297600,39,1276,FL,Ormond Beach,2.34416,38180,39075
"20060801T000000",284400,42,4207,IL,River Grove,0.371348,10233,10271
"20051201T000000",364600,34,3837,FL,Cocoa Beach,1.45959,11236,11400
"20070301T000000",276700,49,1753,IL,Woodridge,1.14545,33000,33378
"20060801T000000",310700,42,1850,IL,Batavia,1.63651,35258,35835
"20061101T000000",284000,45,4611,MD,Taneytown,0.2673,6734,6752
"20060601T000000",723300,40,1696,NJ,Ridgewood,2.01665,24992,25496
"20070101T000000",236600,48,2751,NJ,Hammonton,-0.223003,14798,14765
"20071001T000000",134300,56,711,LA,Gretna,0.591883,17740,17845
"20070201T000000",176100,49,3711,IL,Crestwood,0.666302,10956,11029
"20070201T000000",173400,49,548,FL,Lauderhill,5.189,67142,70626
"20051101T000000",331700,34,273,NV,Sparks,4.75737,90407,94708
"20061001T000000",289900,44,1257,IL,Gurnee,-0.163158,31258,31207
"20070301T000000",164100,49,1943,IL,Round Lake Beach,-0.40886,28127,28012
"20080701T000000",279500,65,239,NC,Cary,13.6961,136528,155227
"20061001T000000",348100,44,1206,IL,Buffalo Grove,0.566729,41466,41701
"20061001T000000",573000,44,3100,NJ,Weehawken,10.1143,12596,13870
"20060801T000000",137100,42,996,FL,Port Richey,1.90868,2672,2723
"20061101T000000",411200,45,1583,NJ,Bergenfield,1.94926,26882,27406
"20060801T000000",324200,42,1541,NJ,Rahway,3.7948,27485,28528
"20061201T000000",686000,46,1643,IL,Wilmette,1.2506,27107,27446
"20060201T000000",674500,37,95,CA,Fremont,6.57157,214652,228758
"20060801T000000",390600,42,3459,NJ,Pompton Lakes,0.558357,11104,11166
"20060401T000000",598900,38,1670,NJ,West Windsor,4.03874,27360,28465
"20061101T000000",324500,45,1418,NJ,Lawrence,-0.546946,3291,3273
"20060501T000000",318300,39,4590,NJ,Keyport,-1.14562,7245,7162
"20060401T000000",652200,38,4800,NJ,Mountainside,2.01432,6702,6837
"20070301T000000",186300,49,3134,IL,Crest Hill,-0.445744,20864,20771
"20060201T000000",398300,37,1739,CA,Galt,4.7396,23694,24817
"20060401T000000",161300,38,1205,FL,Arcadia,0.993984,7646,7722
"20070801T000000",65900,54,3073,IL,Cahokia,-3.25444,3380,3270
"20070301T000000",274400,49,4743,IL,North Riverside,0.314513,6677,6698
"20061101T000000",456400,45,1987,CA,Loma Linda,2.23298,23332,23853
"20051201T000000",962300,34,4139,CA,Corte Madera,7.07267,9261,9916
"20060701T000000",313000,41,4592,IL,Sugar Grove,2.22358,19653,20090
"20061001T000000",203900,44,1530,IL,Romeoville,0.0277302,39668,39679
"20061101T000000",322600,45,641,IL,Des Plaines,0.893453,58425,58947
"20060701T000000",324700,41,166,FL,Pembroke Pines,6.56853,154479,164626
"20070401T000000",82300,50,1114,IL,Rock Island,-0.938269,39008,38642
"20060601T000000",365700,40,2695,FL,Maitland,6.66371,15772,16823
"20060301T000000",190600,37,1044,FL,Crestview,9.20032,21021,22955
"20060601T000000",840200,40,647,CA,Yorba Linda,5.23654,64451,67826
"20061101T000000",368800,45,1590,FL,Fernandina Beach,4.20146,11615,12103
"20060701T000000",237400,41,519,CA,Tulare,3.98864,59494,61867
"20060401T000000",277600,38,90,FL,Fort Myers,13.6051,62425,70918
"20060601T000000",907400,40,2780,CA,Pacific Grove,3.44119,15082,15601
"20060601T000000",789500,40,1259,CA,San Juan Capistrano,4.30358,34785,36282
"20061001T000000",196600,44,487,FL,Plant City,5.17746,34824,36627
"20060401T000000",739500,38,967,FL,Coral Gables,8.91714,47033,51227
"20070801T000000",303100,54,2347,IL,Mokena,3.55165,18780,19447
"20071201T000000",98300,58,1174,IL,Pekin,-0.768482,29799,29570
"20060901T000000",218800,43,2245,IL,Alsip,0.715434,19289,19427
"20071201T000000",118500,58,3131,IL,Markham,1.33376,12521,12688
"20070401T000000",339000,50,4484,WA,Eatonville,3.95501,2756,2865
"20070301T000000",314100,49,358,WA,Federal Way,4.34584,89534,93425
"20070601T000000",332600,52,432,WA,Kent,5.5197,118992,125560
"20070301T000000",275600,49,3536,MD,Chestertown,-2.62208,5263,5125
"20060401T000000",614700,38,727,CA,Davis,1.76102,65587,66742
"20070501T000000",210600,51,2491,IL,Sycamore,1.35884,17515,17753
"20061101T000000",222600,45,365,IL,Elgin,2.59732,108304,111117
"20070601T000000",217900,52,1661,WA,Ellensburg,2.66309,18287,18774
"20070401T000000",207100,50,2248,IL,Woodstock,1.34847,24843,25178
"20061101T000000",287900,45,3895,MD,Bladensburg,4.37861,9181,9583
"20071101T000000",126500,57,81,NC,Greensboro,4.84749,269521,282586
"20060601T000000",344300,40,2634,NJ,West Milford,1.35485,26276,26632
"20060801T000000",352600,42,3555,NJ,Roselle Park,1.98035,13331,13595
"20060401T000000",461800,38,236,CA,Vallejo,3.46555,116201,120228
"20060501T000000",190600,39,1179,MD,Hagerstown,1.0363,39950,40364
"20060501T000000",414000,39,1477,NJ,Long Branch,-0.683327,30732,30522
"20060301T000000",657000,37,1199,CA,Dublin,19.1145,45918,54695
"20080401T000000",230500,62,1679,NC,Matthews,9.87917,27310,30008
"20071001T000000",135900,56,4492,NC,East Bend,-1.63399,612,602
"20080801T000000",255800,66,913,NC,Apex,16.2607,37766,43907
"20061101T000000",398200,45,816,NJ,West New York,5.43862,49884,52597
"20070801T000000",369800,54,521,WA,Lynnwood,2.17228,35907,36687
"20071101T000000",167200,57,2456,NJ,Pennsauken,-0.831033,35859,35561
"20070501T000000",294200,51,2034,NJ,Roselle,1.97312,21134,21551
"20060501T000000",578300,39,3934,NJ,Leonia,2.00915,8959,9139
"20060501T000000",333200,39,3808,NJ,Hackettstown,-1.86993,9733,9551
"20080301T000000",191800,61,959,WA,Longview,-0.89373,36812,36483
"20061101T000000",222900,45,2912,IA,Clive,10.1693,15478,17052
"20060501T000000",226400,39,2412,FL,Oldsmar,2.21879,13611,13913
"20071001T000000",128000,56,3184,AR,Greenwood,2.02665,9079,9263
"20070501T000000",177600,51,1772,WA,Centralia,0.217037,16587,16623
"20061101T000000",193600,45,117,FL,Gainesville,2.99129,124729,128460
"20061001T000000",234500,44,2685,NJ,Mantua,-0.433754,15216,15150
"20081101T000000",103600,70,2910,WA,Wapato,-0.0988924,5056,5051
"20060801T000000",399200,42,409,NJ,Clifton,2.06562,84188,85927
"20061001T000000",345100,44,3081,NJ,Middlesex,3.08466,811272,836297
"20060801T000000",218700,42,515,CA,Porterville,2.13604,54306,55466
"20080201T000000",70000,61,2023,OK,Del City,2.90844,21386,22008
"20061001T000000",159900,44,3814,FL,Williston,-1.76768,2772,2723
"20070601T000000",279000,52,3703,FL,Sweetwater,3.57892,20034,20751
"20070301T000000",352000,49,761,IL,Wheaton,1.16928,53024,53644
"20090501T000000",102600,75,4515,NC,Maiden,1.05453,3319,3354
"20080701T000000",161900,65,75,NC,Durham,9.90336,229195,251893
"20060401T000000",64200,38,1595,SC,Darlington,-1.21948,68636,67799
"20060401T000000",510200,38,116,CA,Oceanside,4.09689,167688,174558
"20080501T000000",169900,63,4170,IA,Grimes,17.0714,8359,9786
"20060401T000000",513100,38,4500,NJ,Emerson,2.76579,7412,7617
"20050701T000000",278800,29,4440,NH,Plaistow,0.302433,7605,7628
"20060801T000000",562600,42,3507,FL,Lighthouse Point,5.55074,10377,10953
"20061201T000000",164700,46,3887,LA,Jefferson,0.681429,432767,435716
"20040901T000000",108500,20,2631,NC,Canton,-1.02332,4202,4159
"20061101T000000",122200,45,4482,FL,Interlachen,-3,1400,1358
"20060901T000000",611300,43,249,CA,Downey,2.05501,111873,114172
"20060801T000000",240300,42,3102,IL,Warrenville,1.12223,13188,13336
"20090101T000000",91600,72,945,IL,Moline,-1.89386,43509,42685
"20060701T000000",223900,41,753,FL,Deerfield Beach,4.86566,75221,78881
"20090601T000000",102800,76,708,LA,Alexandria,1.07845,47661,48175
"20051201T000000",685900,34,3239,CA,Alpine,-3.62694,1158,1116
"20060301T000000",308600,37,175,FL,Boynton Beach,6.95334,68370,73124
"20070301T000000",309000,49,4157,WA,Fife,3.89469,9192,9550
"20060801T000000",513200,42,682,CA,Gardena,2.58348,58874,60395
"20060601T000000",328600,40,756,MD,Westminster,0.645023,18604,18724
"20090701T000000",111100,77,1717,AR,Benton,8.98101,30854,33625
"20070801T000000",300800,54,2145,WA,Ferndale,10.6235,11484,12704
"20060101T000000",600400,36,341,CA,Napa,3.74063,77126,80011
"20061001T000000",309100,44,1302,CA,Tehachapi,-7.84013,14362,13236
"20070401T000000",460400,50,2636,IL,Libertyville,1.28215,53192,53874
"20070101T000000",376600,48,4330,WA,Edgewood,3.95607,9378,9749
"20080701T000000",166200,65,3180,NC,Creedmoor,5.93508,4128,4373
"20070601T000000",93500,52,3982,AR,Lonoke,4.15714,68701,71557
"20060701T000000",556900,41,33,CA,Long Beach,2.33551,462769,473577
"20090701T000000",148200,77,461,LA,Houma,1.33634,33674,34124
"20060401T000000",608600,38,1699,CA,Windsor,2.21477,26820,27414
"20070301T000000",274600,49,87,FL,Hialeah,4.41807,225596,235563
"20060201T000000",484200,37,4610,NJ,Midland Park,2.33959,7138,7305
"20080501T000000",170400,63,891,NC,Clayton,13.1456,16302,18445
"20070201T000000",543200,49,2283,FL,Windermere,8.73886,2918,3173
"20080101T000000",181800,59,3213,IL,Glen Carbon,0.0463643,12941,12947
"20070301T000000",311000,49,591,IL,Palatine,1.13544,68608,69387
"20070601T000000",431800,52,2072,NJ,Lyndhurst,7.28377,20580,22079
"20060501T000000",243300,39,2777,IL,Shorewood,5.58884,15692,16569
"20060701T000000",218600,41,2134,NV,Fallon,-2.70365,8581,8349
"20060601T000000",838100,40,1989,CA,Agoura Hills,2.45785,20343,20843
"20060901T000000",243200,43,1009,NJ,Manchester,0.978369,43133,43555
"20060401T000000",552600,38,453,CA,Lakewood,1.94519,80095,81653
"20060801T000000",392700,42,406,MD,Bowie,4.64158,55089,57646
"20060501T000000",617400,39,4384,NJ,Oradell,2.11461,7992,8161
"20060101T000000",486600,36,1032,CA,Auburn,4.60063,13346,13960
"20090501T000000",101500,75,4125,SC,Williamston,3.40274,3938,4072
"20070201T000000",289600,49,3005,IL,Westchester,0.472262,16728,16807
"20070401T000000",726300,50,697,CA,Gilroy,7.30218,48958,52533
"20060601T000000",598100,40,1200,NJ,Fort Lee,4.61686,35392,37026
"20061101T000000",627300,45,2497,CA,Hercules,3.87578,24150,25086
"20070201T000000",244700,49,3265,IL,Northlake,0.316225,12333,12372
"20071001T000000",467200,56,2775,IL,La Grange,1.23988,15566,15759
"20060401T000000",383600,38,2931,NH,Windham,4.7409,13605,14250
"20061101T000000",343300,45,1728,IL,Homer Glen,0.416272,24263,24364
"20070301T000000",173400,49,4259,IL,Swansea,0.389763,13598,13651
"20060601T000000",431800,40,146,CA,Ontario,2.83217,164432,169089
"20060501T000000",405800,39,910,NJ,East Brunswick,1.93464,47554,48474
"20060801T000000",184400,42,2746,NJ,Phillipsburg,-2.44392,14935,14570
"20080601T000000",88400,64,2888,NC,Shelby,-0.14774,20306,20276
"20060801T000000",264600,42,888,CA,El Centro,2.48706,42701,43763
"20060401T000000",228000,38,662,FL,Tamarac,5.13366,60678,63793
"20060301T000000",420900,37,2589,NJ,Metuchen,1.81149,13580,13826
"20070501T000000",299800,51,2680,MD,Havre de Grace,3.79475,13018,13512
"20060701T000000",344800,41,1026,CA,San Jacinto,4.653,44423,46490
"20060101T000000",352700,36,31,CA,Sacramento,4.23311,1421838,1482026
"20060901T000000",290600,43,2471,NJ,Delran,-0.704392,16894,16775
"20070501T000000",234500,51,1084,IL,Streamwood,1.0545,39924,40345
"20060401T000000",196500,38,2979,FL,Crystal River,-1.38844,3097,3054
"20061101T000000",410500,45,385,FL,Miami Beach,4.00571,88199,91732
"20081201T000000",124300,70,836,OK,Yukon,10.8977,22858,25349
"20060801T000000",225200,42,759,FL,Margate,4.92616,53429,56061
"20060301T000000",387500,37,570,CA,Lodi,2.64848,62300,63950
"20070401T000000",432500,50,845,CA,Paramount,2.33649,54141,55406
"20070501T000000",239900,51,4128,WA,Burlington,1.98786,8401,8568
"20060601T000000",335400,40,1277,FL,Lake Mary,14.384,13814,15801
"20060501T000000",868900,39,1555,CA,Monterey,3.59781,416364,431344
"20080301T000000",110500,61,1166,NC,Kannapolis,5.95771,42701,45245
"20070901T000000",330000,55,1703,WA,Burien,4.14609,48190,50188
"20060501T000000",760500,39,1511,CA,Laguna Hills,2.17061,30314,30972
"20060901T000000",385600,43,3554,NJ,Ventnor City,-0.506995,10651,10597
"20071101T000000",124000,57,244,OK,Norman,5.9605,111400,118040
"20080701T000000",93000,65,40,OK,Tulsa,4.04996,605092,629598
"20060901T000000",364700,43,695,IL,Skokie,0.44428,64824,65112
"20061101T000000",208900,45,2201,CA,Arvin,6.35011,19354,20583
"20050901T000000",766000,32,242,CA,Berkeley,5.26348,112910,118853
"20060801T000000",287000,42,1301,CA,Calexico,2.90627,38675,39799
"20061001T000000",192300,44,4262,NJ,Riverside,-0.681199,8074,8019
"20060701T000000",667200,41,1422,CA,Moorpark,2.88542,34553,35550
"20060201T000000",769200,37,3236,CA,Scotts Valley,2.30351,11591,11858
"20060101T000000",287700,36,2218,MD,Berlin,1.40343,4489,4552
"20070501T000000",467200,51,2952,CA,Commerce,1.87768,12835,13076
"20060601T000000",254800,40,1612,IL,Lake in the Hills,-0.344911,28993,28893
"20060801T000000",103800,42,1130,NC,Burlington,1.50657,51043,51812
"20070801T000000",232600,54,3778,IL,Lyons,1.20832,111808,113159
"20070201T000000",512700,49,844,NJ,Hoboken,6.37508,50117,53312
"20060801T000000",175000,42,2275,FL,Orange City,0.940382,10953,11056
"20061101T000000",559600,45,817,CA,Glendora,2.44145,50216,51442
